"English Title","China Runtime","Converted Runtime","China Release"
"The War of the Worlds",01:21:55,81,
"102 Dalmatians",01:35:53,95,
"Ghost Busters",01:45:06,105,
"Star Trek: Insurrection",01:43:01,103,
"Friday the 13th Part VI: Jason Lives",01:23:34,83,
"The Color Purple",02:31:16,151,
"The Last House on the Left",01:49:31,109,
"White Dog",01:26:21,86,
"Jerry Maguire",02:12:44,132,
"Unforgiven",02:01:14,121,
"Escape from L.A.",01:36:32,96,
"How the Grinch Stole Christmas",01:45:02,105,
"Lethal Weapon 3",01:57:53,117,
"South Park: Bigger Longer & Uncut",01:19:09,79,
"Pocahontas",01:21:09,81,
"The Loneliest Planet",01:52:56,112,
"Battleground",01:58:31,118,
"Star Trek VI: The Undiscovered Country",01:49:58,109,
"Proof of Life",02:09:46,129,
"Scream 2",02:00:11,120,
"The Talented Mr. Ripley",02:15:56,135,
"Friday the 13th Part 2",01:22:27,82,
"Pinocchio",01:23:59,83,
"Runaway Train",01:46:03,106,
"Don't Fade Away",01:25:58,85,
"The Frighteners",01:49:47,109,
"Snow White: A Tale of Terror",01:40:29,100,
"Universal Soldier",01:43:45,103,
"Sands of Iwo Jima",01:49:55,109,
"Last rights:The series 2",01:25:45,85,"null"
"Double Team",01:29:07,89,"4/4/97"
"Sleepless in Seattle",01:45:04,105,
"Phenomenon",01:58:20,118,
"City of Angels",01:48:59,108,
"The Bone Collector",01:57:55,117,
"Charlie's Angels",01:38:22,98,
"The Horse Whisperer",02:42:23,162,
"Hercules",01:29:02,89,
"The Usual Suspects",01:41:48,101,
"Hell Is for Heroes",01:26:13,86,
"Casablanca",01:42:37,102,"7/7/43"
"Conquest of the Planet of the Apes",01:23:06,83,
"Blade Runner",01:56:25,116,
"The Kid",01:08:31,68,
"The English Patient",02:31:48,151,
"Under Siege",01:40:04,100,
"Airport '77",01:53:17,113,
"101 Dalmatians",01:38:41,98,
"Desperado",01:42:56,102,
"Stinger",01:30:37,90,
"Over the Top",01:29:49,89,
"Bullitt",01:52:32,112,
"Commando",01:31:44,91,"null"
"Hard Eight",01:37:40,97,
"Funny Face",01:43:19,103,
"The Secret Garden",01:37:23,97,
"Donnie Brasco",02:00:59,120,
"Mission to Mars",01:53:39,113,
"The Thirteenth Floor",01:36:14,96,
"Erin Brockovich",02:11:10,131,
"Executive Decision",02:12:41,132,
"Notting Hill",02:04:03,124,
"The Iron Giant",01:29:58,89,
"Black Rain",02:05:18,125,
"Disclosure",02:02:20,122,
"Happy Tears",01:33:29,93,11/9/02
"Batman Forever",02:01:35,121,"6/9/95"
"Apocalypse Now",02:33:47,153,
"The Bodyguard",02:09:20,129,
"Rosemary",02:04:59,124,
"Mr. Hockey: The Gordie Howe Story",01:26:19,86,"null"
"Devil in the Flesh",01:57:17,117,
"True Lies",02:11:29,131,"4/20/95"
"Alive",02:01:14,121,
"Air Force One",02:04:34,124,
"Bad Boys",01:58:49,118,
"Cold Souls",01:37:03,97,
"Die Hard: With a Vengeance",02:03:13,123,
"Back to the Future Part III",01:58:23,118,
"Tarzan",01:28:16,88,
"Battle for the Planet of the Apes",01:22:53,82,
"Enemy of the State",02:12:11,132,
"Adventures of Power",01:29:24,89,
"Evita",02:14:45,134,
"A Perfect World",02:18:18,138,
"Demolition Man",01:54:52,114,
"Jumanji",01:39:39,99,
"Blade",02:00:15,120,
"Cujo",01:28:59,88,
"Indiana Jones and the Last Crusade",02:06:35,126,
"L.A. Confidential",02:17:53,137,
"Indiana Jones and the Raiders of the Lost Ark",01:55:05,115,
"Speed",01:51:05,111,
"Red Planet",01:46:07,106,
"Predator 2",01:42:45,102,
"Big Trouble in Little China",01:35:37,95,
"Ace Ventura: Pet Detective",01:26:00,86,
"The Fly II",01:44:34,104,"2/10/89"
"Excalibur",02:16:20,136,
"Sci-Fi High: The Movie Musical",01:21:13,81,
"Stand by Me",01:28:42,88,
"Back to the Future",01:55:45,115,
"Aladdin",01:30:40,90,
"The Specialist",01:46:29,106,
"Last Rights",01:21:31,81,"null"
"Alien vs. Hunter",01:24:57,84,"12/19/07"
"Tom and Jerry: The Movie 1992",01:20:14,80,
"Twelve Monkeys",02:09:33,129,
"Bulletproof Monk",01:43:40,103,
"Redemption Road",01:35:34,95,
"The Exorcist",02:12:13,132,
"3 Nights in the Desert",01:18:15,78,
"love comes with christmas",01:28:32,88,
"Space Jam",01:27:20,87,"7/15/97"
"Toy Story",01:21:04,81,
"Saving Lincoln",01:42:14,102,
"Romeo Must Die",01:54:46,114,
"Mulan",01:27:50,87,
"Pitch Black",01:51:55,111,
"American Beauty",01:57:30,117,
"The Sound of Music",02:47:20,167,
"Gattaca",01:41:51,101,
"The Andromeda Strain",02:09:48,129,
"Armageddon",02:30:50,150,
"Pretty Woman",01:54:00,114,
"Braveheart",02:49:25,169,
"Lethal Weapon 4",02:07:23,127,
"E.T.: The Extra-Terrestrial",01:54:35,114,"6/14/02"
"Mission: Impossible II",02:03:35,123,
"Romeo and Juliet",01:55:12,115,
"Snow White and the Seven Dwarfs",01:19:43,79,
"Pulp Fiction",02:34:24,154,
"Deep Rising",01:45:32,105,
"Night of the Templar",01:41:21,101,
"The Godfather: Part II",03:22:06,202,
"Die Hard",02:12:03,132,
"Bridges of Madison County",02:14:31,134,
"Expecting",01:31:51,91,
"Pootie Tang",01:21:21,81,
"Alien 4",01:42:31,102,
"Mission: Impossible",01:50:11,110,
"Men in Black",01:37:57,97,
"Scent of a Woman",02:36:33,156,
"The Mask",01:41:12,101,
"The Controller",01:36:31,96,1/8/11
"Jaws 2",01:55:58,115,"6/16/78"
"The Lion King",01:28:23,88,"7/15/95"
"The Thing",01:48:17,108,
"Final Approach",01:20:10,80,"9/23/07"
"Home Alone",01:38:23,98,
"Close Encounters of the Third Kind",02:11:01,131,
"Seven",02:01:28,121,
"The Mummy",02:04:45,124,
"Schindler's List",03:02:55,182,
"Face/Off",02:18:56,138,
"Home Alone 2: Lost in New York",01:54:48,114,
"Godzilla",02:18:41,138,
"Edward Scissorhands",01:40:36,100,
"Keeping Up with the Steins",01:29:57,89,
"Margot at the Wedding",01:28:04,88,
"Final Destination",01:38:02,98,
"Vegas: Based on a True Story",01:40:20,100,
"Malibu's Most Wanted",01:26:12,86,
"The Rock",02:16:29,136,
"Rambo III",01:41:57,101,"null"
"On the Line",01:25:32,85,
"Bean",01:28:00,88,
"Predator",01:45:05,105,
"Anaconda",01:29:05,89,
"Blades of Glory",01:29:20,89,
"The Truman Show",01:38:41,98,
"Talladega Nights: The Ballad of Ricky Bobby",01:43:30,103,
"3 Weeks To Daytona",01:21:04,81,"null"
"Indigo",01:32:06,92,
"Melinda and Melinda",01:39:12,99,"3/18/05"
"My Baby's Daddy",01:26:16,86,
"Mama's Boy",01:33:03,93,
"The Briefcase",01:13:00,73,
"Everything Is Illuminated",01:41:10,101,
"The Elephant King",01:23:46,83,
"Bernard and Doris",01:42:52,102,
"Forty Shades of Blue",01:48:26,108,
"Trust Me",01:29:08,89,
"Middle of Nowhere",01:41:12,101,
"Duplex",01:29:10,89,
"99 Homes",01:47:42,107,
"Bad Santa",01:37:58,97,
"The Mists of Avalon",03:03:11,183,
"King of the Lost World",01:20:20,80,
"Hollywood Homicide",01:51:06,111,
"The Inevitable Defeat of Mister and Pete",01:48:19,108,
"Things We Lost in the Fire",01:53:15,113,
"Jay and Silent Bob Strike Back",01:44:43,104,
"Reservation Road",01:37:46,97,
"The Shawshank Redemption",02:22:33,142,
"Fantastic Four",01:45:28,105,"9/29/05"
"The Jerk Theory",01:33:06,93,
"Finding Amanda",01:35:01,95,
"We Are Marshall",02:11:33,131,
"The Man Who Wasn't There",01:56:01,116,
"Along Came Polly",01:30:08,90,
"The Salton Sea",01:43:30,103,
"Confessions of a Dangerous Mind",01:44:08,104,
"Must Love Dogs",01:33:47,93,
"Broken Flowers",01:41:04,101,
"Category 7: The End of the World",01:22:03,82,
"Titanic",03:14:14,194,"4/3/98"
"Life Support",01:27:46,87,
"Texas Rangers",01:29:59,89,
"New York Minute",01:30:47,90,
"10.5 Apocalypse",01:20:12,80,"null"
"Hesher",01:45:03,105,
"Nancy Drew",01:39:18,99,
"Walk the Line",02:10:13,130,
"Diggers",01:25:46,85,
"How to Lose a Guy in 10 Days",01:50:43,110,
"Jersey Girl",01:42:12,102,
"Christmas Mail",01:29:33,89,12/10/12
"America's sweethearts",01:38:57,98,
"Holes",01:52:31,112,
"Bug",01:38:14,98,
"I Now Pronounce You Chuck and Larry",01:49:58,109,
"Firewall",01:44:52,104,
"Rumor Has It...",01:36:45,96,
"Garden State",01:37:14,97,
"Paranormal Movie",01:25:57,85,
"The Interpreter",02:07:54,127,
"Kicking & Screaming",01:34:37,94,
"First Descent",01:50:35,110,
"The A-List",01:41:58,101,
"The Life Aquatic with Steve Zissou",01:58:20,118,
"Veronica Guerin",01:34:01,94,
"Serendipity",01:30:57,90,
"Impostor",01:34:21,94,
"The Mexican",02:03:28,123,
"A Beautiful Life",01:18:23,78,
"The Adventures of Sharkboy and Lavagirl 3-D",01:28:42,88,
"Tadpole",01:18:24,78,
"Charlie Wilson's War",01:38:12,98,"12/21/07"
"View from the Top",01:23:36,83,
"All I Want for Christmas",01:24:56,84,"null"
"Finding Neverland",01:41:06,101,
"Session 9",01:40:12,100,
"Looney Tunes: Back in Action",01:31:38,91,
"Chill Out, Scooby-Doo!",01:12:43,72,
"Hairspray",01:56:07,116,
"Meet the Fockers",01:55:15,115,
"Akeelah and the Bee",01:48:14,108,
"Scooby-Doo and the Cyber Chase",01:13:23,73,
"Clifford",01:14:13,74,
"Bandoleros",01:38:42,98,
"A Knight's Tale",02:12:09,132,
"Astray",58:49:00,3529,
"A Mighty Heart",01:43:24,103,
"The Only Good Indian",01:54:06,114,
"Intolerable Cruelty",01:39:34,99,
"P2",01:32:36,92,
"Spanglish",02:05:38,125,
"Confessions of a Teenage Drama Queen",01:25:56,85,
"Blood Work",01:50:29,110,
"The Majestic",02:32:42,152,
"The Forgotten",01:27:09,87,
"21 Grams",02:00:58,120,
"We Live in Public",01:19:06,79,
"The Stepford Wives",01:33:05,93,
"Sweet Home Alabama",01:44:15,104,
"Deliver Us from Evil",01:43:05,103,
"A Birder's Guide to Everything",01:25:57,85,
"Red Wing",01:48:37,108,
"Love at First Hiccup",01:25:49,85,
"Management",01:33:23,93,
"Freaky Friday",01:32:55,92,4/3/08
"Curious George",01:27:18,87,
"Scooby-Doo! and the Monster of Mexico",01:15:10,75,
"Just Let Go",01:46:45,106,"null"
"You, Me and Dupree",01:49:23,109,
"Ice Spiders",01:22:45,82,
"Final Fantasy: The Spirits Within",01:45:56,105,
"Every Day",01:33:21,93,
"The Legend of Zorro",02:09:03,129,"10/28/05"
"Chasing Liberty",01:50:45,110,
"Rendition",02:02:06,122,
"The Good Shepherd",02:40:30,160,
"The Village",01:47:58,107,
"Panic Room",01:51:55,111,
"Vanilla Sky",02:11:01,131,
"The Holiday",02:15:45,135,
"The Ladykillers",01:39:47,99,
"Ghosts of the Abyss",01:31:16,91,
"The Recruit",01:53:37,113,
"Wild Hogs",01:39:39,99,
"Eastern Promises",01:35:29,95,
"Gridiron Gang",02:05:17,125,
"Signs",01:46:30,106,
"Cursed",01:36:58,96,
"Music and Lyrics",01:44:07,104,
"A Lot Like Love",01:42:27,102,
"Neil Young: Heart of Gold",01:39:20,99,
"Dirty Dancing: Havana Nights",01:26:13,86,
"American Psycho 2: All American Girl",01:28:24,88,
"A History of Violence",01:27:59,87,
"Gone Baby Gone",01:53:55,113,
"The Break-Up",01:46:27,106,
"Spy Kids 2: Island of Lost Dreams",01:40:18,100,
"Kate & Leopold",02:03:00,123,1/3/01
"Derailed",01:42:21,102,
"Fun Size",01:22:51,82,12/12/10
"After the Sunset",01:32:39,92,
"D-Tox",01:35:43,95,
"Mandie and the Cherokee Treasure",01:44:46,104,
"Ice Princess",01:34:22,94,"3/18/05"
"The Story of Luke",01:35:23,95,
"The Citizen",01:30:46,90,
"Brick",01:49:57,109,
"Romance & Cigarettes",01:37:40,97,
"Un Long Dimanche de Fiancailles",02:11:44,131,
"Zoey to the Max",01:26:15,86,"null"
"The School of Rock",01:49:15,109,
"The Loss Of A Teardrop Diamond",01:43:04,103,
"What Just Happened?",01:43:39,103,
"Finding John Smith",01:30:55,90,
"The Omen",01:45:15,105,
"Fun with Dick and Jane",01:26:19,86,
"Stuart Little 2",01:14:26,74,
"Lies & Illusions",01:32:35,92,
"Among Ravens",01:37:00,97,"null"
"Paycheck",01:58:46,118,
"Ass Backwards",01:24:42,84,
"American Pie 2",01:39:47,99,
"K-PAX",02:00:19,120,
"Beyond Borders",02:01:39,121,
"Mammoth",01:26:31,86,
"Solitary Man",01:30:00,90,
"Gothika",01:34:08,94,"11/21/03"
"Accepted",01:32:56,92,
"Arbitrage",01:46:45,106,
"Disturbia",01:44:36,104,
"Behind the Wall",01:29:02,89,
"The Insomnisc",01:30:19,90,
"Miami Vice",02:07:38,127,3/6/11
"High School Musical 2",01:50:49,110,
"Ocean's Thirteen",02:02:09,122,
"American Wedding",01:34:25,94,
"Joyful Noise",01:57:47,117,
"Eternal Damn Nation",01:17:47,77,
"Scary Movie 2",01:14:55,74,
"Flightplan",01:38:03,98,
"P.S. I Love You",02:00:04,120,
"Universal Soldiers",01:25:06,85,7/7/08
"Eternal Sunshine of the Spotless Mind",01:47:49,107,
"There Will Be Blood",02:38:25,158,
"Aliens of the Deep",01:39:35,99,
"Backslasher",01:10:51,70,
"Sleeping with the Fishes",01:41:59,101,"null"
"Red Dragon",02:04:12,124,
"Please Give",01:29:07,89,
"Decoding Annie Parker",01:39:07,99,
"Inside Man",02:08:35,128,
"Click",01:42:59,102,"4/20/07"
"Shrek",01:30:04,90,
"The Fall",01:57:07,117,
"Monster House",01:30:38,90,
"Once Upon a Time in Mexico",01:41:40,101,
"Ocean",01:56:34,116,
"Taking Lives",01:42:17,102,
"Rescue Dawn",02:05:10,125,
"Swordfish",01:37:42,97,
"The Trouble with Bliss",01:32:50,92,
"Hellraiser: Deader",01:15:07,75,
"The Animatrix",01:40:50,100,
"Taking Woodstock",01:56:14,116,
"Master and Commander: The Far Side of the World",02:12:39,132,"1/23/04"
"Jeff Who Lives at Home",01:19:37,79,
"Starship Troopers 2: Hero of the Federation",01:26:55,86,
"The Life of David Gale",01:49:41,109,
"Phone Booth",01:17:38,77,
"The Great Buck Howard",01:30:11,90,
"15 Till Midnight",01:30:07,90,"null"
"Monday Night Mayhem",01:38:04,98,
"Afflicted",01:22:53,82,
"Bigger, Stronger, Faster*",01:46:32,106,
"Hellboy",02:12:27,132,
"Scary Movie 3",01:25:40,85,
"Mimic 2",01:22:06,82,
"Hollow Man II",01:30:59,90,
"Are You Here",01:52:35,112,
"Love",01:23:59,83,
"Elsa & Fred",01:37:24,97,
"TMNT",01:26:50,86,"5/18/07"
"Thomas Kinkade's Christmas Cottage",01:43:42,103,
"The Brothers Grimm",01:58:28,118,
"Recount",01:55:54,115,
"The Prince and Me 3",01:32:07,92,"10/28/08"
"Under the Tuscan Sun",01:48:00,108,
"Lake Placid 2",01:21:57,81,
"The Tuxedo",01:38:44,98,6/2/12
"The Letters",01:53:43,113,
"Supreme Champion",01:21:21,81,1/10/07
"Black Dynamite",01:22:56,82,
"Deep in the Valley",01:20:46,80,
"Meteor Apocalypse",01:28:09,88,"2/23/10"
"The Golden Compass",01:53:17,113,"3/28/08"
"Zoom",01:24:40,84,
"Homecoming",01:31:13,91,"7/17/09"
"The Time Machine",01:35:45,95,
"Clear History",01:40:05,100,
"Taken for Ransom",01:30:30,90,
"Christian Mingle",01:39:34,99,
"The Campaign",01:19:54,79,
"Scary Movie 4",01:29:32,89,
"American Gangster",02:34:51,154,
"Coach Carter",02:16:20,136,
"Leatherheads",01:53:43,113,
"The Great Raid",02:10:52,130,
"Voces inocentes",01:50:59,110,
"Nowhere to Hide",01:32:16,92,
"Changing Seasons",01:24:54,84,"null"
"Punching Henry",01:30:02,90,"null"
"A Gunfighter's Pledge/The Pledge",01:22:29,82,"null"
"The Year of the Yao",01:28:06,88,"7/14/05"
"Troy",03:04:29,184,9/4/06
"8 mile",01:48:03,108,
"Cymbeline",01:38:42,98,
"Get Him to the Greek",01:53:51,113,
"The Return of Johnny V.",01:23:20,83,
"Grey Gardens",01:43:49,103,
"The Missing Girl",01:23:30,83,"null"
"The Samaritan",01:31:55,91,
"Free Ride",01:26:03,86,
"Back in the Day",02:00:26,120,
"Evolution",01:41:40,101,
"Monsters, Inc.",01:28:20,88,
"Life of a King",01:37:40,97,"6/22/13"
"The Fast and the Furious: Tokyo Drift",01:44:13,104,
"Stolen Seas",01:30:33,90,
"Planet of the Apes",01:59:57,119,"7/27/01"
"My Old Lady",01:46:09,106,
"Last Will",01:42:22,102,
"Blade: Trinity",01:52:53,112,
"Wayward-The Prodigal Son",01:33:12,93,"null"
"Lip Service",01:29:59,89,
"Underworld: Evolution",01:43:29,103,
"Matchstick Men",01:56:08,116,
"Beasts of the Southern Wild",01:29:48,89,"6/27/12"
"Deadfall",01:32:44,92,
"Beginners",01:44:00,104,11/10/09
"Beyonce: Destined For Stardom",01:05:37,65,
"Role Models",01:38:15,98,
"The Rundown",01:39:51,99,
"Border Run",01:31:55,91,
"Rushlights",01:36:19,96,
"The Island",02:16:04,136,
"A Christmas Tail",01:24:33,84,"null"
"Baby on Board",01:28:23,88,3/9/04
"I Dream Too Much",01:32:59,92,"null"
"Aeon Flux",01:29:01,89,
"A Serious Man",01:45:36,105,
"The Scorpion King",01:31:28,91,
"Serenity",01:59:02,119,
"We Don't Belong Here",01:31:11,91,
"Seed of Chucky",01:23:21,83,
"The Matrix Revolutions",02:09:07,129,5/3/11
"Your Highness",01:33:35,93,
"Jack and Jill",01:27:09,87,
"Ceremony",01:29:42,89,
"Hitchcock",01:34:01,94,
"The Matrix Reloaded",02:15:53,135,"7/19/03"
"Anchorman 2: The Legend Continues",01:47:48,107,
"The Bucket List",01:37:04,97,
"Bruce Almighty",01:41:02,101,
"Ice Age",01:21:09,81,12/2/03
"Madagascar",01:25:54,85,"7/15/05"
"Dead and Gone",01:18:30,78,
"Breaking Point",01:13:21,73,4/9/12
"Nanny McPhee",01:38:35,98,
"Krisha",01:21:31,81,
"The Kingdom",01:50:13,110,
"Wrecked",01:29:49,89,
"The Descendants",01:50:13,110,
"The Chronicles of Riddick",02:14:06,134,
"Next Day Air",01:24:19,84,
"Duplicity",02:05:08,125,
"Van Helsing",02:11:30,131,
"Larry Crowne",01:38:37,98,
"Charlotte's Web",01:33:00,93,
"The Royal Tenenbaums",01:48:01,108,
"Julia",01:26:47,86,
"The One",01:23:39,83,
"Mission: Impossible III",02:05:25,125,"7/20/06"
"X-Men 2",02:13:46,133,"9/19/03"
"Under New Management",01:43:08,103,
"The Kite Runner",02:02:37,122,
"The Better Half",01:35:46,95,"null"
"The Prestige",02:10:29,130,
"In My Sleep",01:44:40,104,
"I Am Sam",02:12:18,132,
"The Lords of Salem",01:33:54,93,
"The Guitar",01:27:26,87,
"Infinite Santa 8000",01:34:18,94,
"Couples Retreat",01:53:40,113,
"AVPR: Aliens vs Predator - Requiem",01:36:18,96,
"Superman vs. The Elite",01:14:09,74,
"The Skeleton Key",01:43:51,103,
"The Roommate",01:27:21,87,"12/31/11"
"Brother Nature",01:32:58,92,
"Big Fish",01:59:55,119,
"The Ring Two",01:49:23,109,
"Dead on Site",01:22:30,82,
"The Sunset Limited",01:30:29,90,
"Scooby-Doo! Music of the Vampire",01:18:13,78,
"National Treasure 2",02:04:32,124,"3/17/08"
"Knockout",01:35:10,95,
"Eight Below",02:00:24,120,"4/21/06"
"Kill Bill: Vol. 2",02:16:58,136,
"Before Sunset",01:20:19,80,
"S.W.A.T.",01:57:17,117,"4/23/04"
"xXx",02:03:09,123,
"Iris",01:19:59,79,
"Quite a Conundrum",01:21:14,81,
"Pearl Harbor",03:03:05,183,10/1/08
"X-Men: The Last Stand",01:44:04,104,8/6/09
"Rock of Ages",02:12:07,132,
"The Greatest",01:40:03,100,
"Finding Nemo",01:40:51,100,"7/30/03"
"Jack of the Red Hearts",01:42:20,102,"null"
"A Novel Romance",01:31:52,91,
"Stuck in Love",01:34:58,94,
"Apocalypse Kiss",01:34:53,94,
"Artificial Intelligence: AI",02:25:31,145,
"The Princess Diaries",01:55:28,115,
"House of Wax",01:52:44,112,
"Ashby",01:38:48,98,
"The Cokeville Miracle",01:28:00,88,"null"
"Ominous",01:23:41,83,
"Texas Heart",01:43:56,103,"null"
"Age of the Dragons",01:35:23,95,
"The Young Kieslowski",01:31:17,91,"null"
"Ghost Rider",02:03:23,123,2/7/06
"Milk",02:08:17,128,
"The English Teacher",01:26:23,86,
"Gone",01:34:58,94,"1/25/13"
"Rush Hour 3",01:30:47,90,
"Counterpunch",01:37:05,97,
"Water for Elephants",01:55:27,115,
"Love and Honor",01:33:03,93,
"Hemingway & Gellhorn",02:26:36,146,"5/28/12"
"Freeway Killer",01:26:16,86,
"Cars",01:56:34,116,"8/22/06"
"Learning to Drive",01:27:57,87,
"War of the Worlds",01:56:32,116,"8/25/05"
"Pride and Glory",02:10:10,130,
"The Italian Job",01:50:40,110,
"Blood Money",01:39:45,99,
"Allan Quatermain and the Temple of Skulls",01:36:40,96,"4/29/08"
"Deadwater",01:29:22,89,
"No God, No Master",01:35:09,95,
"Love Happens",01:49:10,109,
"Predatory Instinct",01:31:34,91,
"The Notebook",01:55:09,115,
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",02:23:00,143,8/6/03
"Christmas, Again",01:18:56,78,
"The Barber",01:30:13,90,
"Grown Ups",01:42:18,102,
"Darkroom",01:20:18,80,
"The Art of Getting By",01:19:46,79,
"Martha Marcy May Marlene",01:36:34,96,
"Adventureland",01:46:55,106,
"The Fast and the Furious",01:46:56,106,
"Ruby Sparks",01:39:44,99,
"Inside Out",01:29:14,89,"null"
"Fire & Ice",01:25:57,85,
"Adam",01:34:48,94,7/9/08
"Lakeview Terrace",01:50:27,110,
"The Lost Tree",01:27:37,87,
"Sky High",01:39:29,99,
"Frances Ha",01:26:08,86,
"Fatal Memories",01:30:20,90,"null"
"The American",01:38:31,98,
"Pirates of the Caribbean: At World's End",02:48:30,168,12/7/06
"The Lord of the Rings: The Two Towers",02:59:25,179,"4/26/03"
"Marshall the Miracle Dog",01:30:04,90,"null"
"The Prometheus Project",01:26:34,86,
"Dolphin Tale 2",01:47:14,107,
"The Terminal",02:03:30,123,
"Veronica Mars",01:47:38,107,
"Mars Needs Moms!",01:28:04,88,
"Posthumous",01:32:21,92,"10/16/14"
"Elvis & Nixon",01:23:17,83,
"Merlin and the War of the Dragons",01:31:50,91,
"The Bourne Supremacy",01:48:31,108,"11/14/04"
"Hulk",02:18:08,138,10/3/10
"Sugar!",01:32:44,92,"null"
"This Is Where I Leave You",01:36:49,96,
"Captive",01:33:08,93,
"Mulberry Stains",01:38:40,98,
"The Transporter",01:28:19,88,
"The Lord of the Rings: The Fellowship of the Ring",02:58:24,178,
"I Think I Do",01:28:17,88,"null"
"Prom Night",01:29:11,89,
"Selma",02:02:48,122,
"Sophia Grace & Rosie's Royal Adventure",01:18:52,78,
"Getaway",01:30:04,90,
"Charlie and the Chocolate Factory",01:55:26,115,
"Mirror Image",01:16:08,76,
"Notorious;Untitled Notorious B.I.G. Project",02:07:44,127,"1/16/09"
"Dead Drop",01:30:15,90,
"On the Road",02:17:15,137,
"The American Side",01:39:23,99,"null"
"Harry Potter and the Prisoner of Azkaban",02:21:42,141,10/4/09
"Cradle of Lies",01:29:42,89,"null"
"The Tale of Despereaux",01:33:35,93,
"S.W.A.T.: Fire Fight",01:24:54,84,
"Crimes of the mind",01:29:35,89,"null"
"Chronically Metropolitan",01:20:08,80,"null"
"We Are Your Friends",01:34:17,94,
"The Last Song",01:47:38,107,
"Cirque du Freak: The Vampire",01:48:53,108,
"Changeover",01:31:35,91,
"Young Adult",01:29:49,89,9/11/12
"Abduction",01:45:59,105,"7/27/12"
"Definitely, Maybe",01:51:47,111,
"Resident Evil",01:40:24,100,
"Million Dollar Arm",01:58:55,118,
"When in Rome",01:27:00,87,
"Man on a Ledge",01:42:06,102,
"How Do You Know",01:55:44,115,
"The Private Lives of Pippa Lee",01:37:16,97,
"Grudge Match",01:53:16,113,
"Te Ata",01:45:47,105,"null"
"The Disappearance of Eleanor Rigby: Him",01:36:20,96,9/13/09
"Guns, Girls and Gambling",01:27:53,87,
"Scavengers",01:30:50,90,
"Transformers",02:23:27,143,11/7/07
"Ombis: Alien Invasion",01:23:36,83,
"Kill Bill: Vol. 1",01:50:43,110,
"Just Go with It",01:51:37,111,
"Hero",01:34:46,94,
"Young Ones",01:39:33,99,
"BEAR",01:18:41,78,
"The Invention of Lying",01:39:42,99,
"Wolvesbayne",01:32:20,92,
"Frost/Nixon",02:01:52,121,
"Superman: Unbound",01:15:15,75,
"Straw Dogs",01:44:57,104,
"Cowboys and Aliens",01:53:41,113,
"My Sister's Keeper",01:49:19,109,
"Misogynist",01:11:22,71,
"Appaloosa",01:55:25,115,
"Character Z",01:42:37,102,"null"
"Sticky Notes",01:29:24,89,
"The Hottie and the Nottie",01:31:00,91,
"Dead Silence",01:31:13,91,
"Rachel Getting Married",01:52:41,112,
"Battle of Los Angeles",01:31:43,91,
"Lionhead",01:32:10,92,
"Stonehenge Apocalypse",01:30:47,90,12/10/06
"The Tourist",01:43:28,103,"2/13/11"
"Anvil! The Story of Anvil",01:21:44,81,
"But not for me",01:47:34,107,
"Think Like a Man 2",01:45:48,105,
"Pirates of the Caribbean: The Curse of the Black Pearl",02:23:15,143,
"We Bought a Zoo",02:03:53,123,
"The Taking of Pelham 1 2 3",01:44:45,104,
"Jurassic Park III",01:32:02,92,
"Get Smart",01:49:57,109,
"Assassination Games",01:39:21,99,"7/29/11"
"Shooter",02:05:41,125,11/7/05
"The Monuments Men",01:53:29,113,"3/28/14"
"Adrenaline",01:33:42,93,"null"
"Project Almanac",01:46:12,106,
"Winter",01:58:05,118,
"Horrible Bosses 2",01:48:21,108,
"A Walk in the Woods",01:44:20,104,
"Life As We Know It",01:54:33,114,
"Cop Out",01:47:30,107,
"Dawn of the Dead",01:47:58,107,
"Valentine's Day",02:09:57,129,
"Ivory Tower",01:26:21,86,
"Blended",01:52:21,112,
"Bright Lights: Starring Carrie Fisher and Debbie Reynolds",01:30:40,90,"null"
"True Grit",01:50:20,110,
"The Flintstones & WWE: Stone Age Smackdown",51:41:00,3101,
"Diary of a Wimpy Kid 2: Rodrick Rules",01:39:33,99,
"Snakes on a Plane",01:40:31,100,"8/24/06"
"Soul Surfer",01:46:27,106,
"Desecrated",01:22:15,82,
"scooby-doo!and curse of the speed demon",01:20:28,80,
"Crystal River",01:41:35,101,
"Never Back Down",01:53:11,113,
"Be Somebody",01:23:30,83,
"27 Dresses",01:45:56,105,"5/30/08"
"Goodbye to All That",01:18:10,78,
"Confessions of a Shopaholic",01:44:13,104,5/9/02
"Prescient",01:21:22,81,
"J. Edgar",02:16:53,136,
"Open Season 2",01:16:24,76,
"JLA Adventures: Trapped in Time",52:35:00,3155,
"Burn Country",01:39:30,99,"null"
"Diary of a Wimpy Kid: Dog Days",01:29:52,89,
"The Words",01:42:40,102,
"High School Musical 3: Senior Year",01:56:42,116,
"Inkheart",01:46:01,106,
"King Kong",03:20:08,200,
"Children of Men",01:49:01,109,
"Echelon Conspiracy",01:45:17,105,"5/14/10"
"A Christmas Carol",01:31:47,91,
"Life, Animated",01:32:08,92,
"The Judge",02:15:40,135,
"Invictus",02:13:35,133,
"Middle Men",01:44:15,104,
"Chernobyl Diaries",01:28:23,88,
"The Heat",01:52:09,112,
"Batman Unlimited: Animal Instinct",01:17:17,77,
"2 Guns",01:44:25,104,
